COSMIC_ID,master_cell_id,model_id,SEEDING_DENSITY,GROWTH_RATE,DOUBLING_TIME,DAY4DAY1RATIO,tissue,cancer_type,model_type,growth_properties
905965,794,SIDM00096,625,1.362219495867062,38.39606135328553,4.147515004028564,Haematopoietic and Lymphoid,Other Blood Carcinomas,Cell Line,Suspension
905945,1286,SIDM00097,300,0.796728383018596,66.20006315382439,2.2894020625743536,Breast,Breast Carcinoma,Cell Line,Adherent
905945,1286,SIDM00097,500,0.4125173384087043,169.11460518417633,1.6043328537856423,Breast,Breast Carcinoma,Cell Line,Adherent
1240134,1074,SIDM00098,500,0.6460554206087836,75.5130387365903,1.961671813390661,Lung,Mesothelioma,Cell Line,Unknown
1290812,1798,SIDM00099,625,0.27466319751481744,212.05663390127057,1.3654570738786793,Lung,Mesothelioma,Cell Line,Unknown
1240132,51,SIDM00100,800,-0.1858762502064716,971.0762355408457,0.9047834298125768,Lung,Mesothelioma,Cell Line,Unknown
1240131,1509,SIDM00101,500,0.5256778188343266,133.90976351713525,1.8041051581998453,Lung,Mesothelioma,Cell Line,Unknown
1240131,1509,SIDM00101,625,0.5222503726329414,106.18363625096063,1.753246994574929,Lung,Mesothelioma,Cell Line,Unknown
1290810,1508,SIDM00102,400,0.8215036554244807,62.06907350974838,2.377885086039549,Lung,Mesothelioma,Cell Line,Unknown
1290809,1797,SIDM00103,300,0.8473997108241071,65.6111375768341,2.657744713613977,Lung,Mesothelioma,Cell Line,Unknown
1290808,165,SIDM00104,625,0.49931411750698385,118.88443260474078,1.7265500780418002,Lung,Mesothelioma,Cell Line,Unknown
905933,2201,SIDM00105,500,0.8358203416595852,62.05265155838452,2.39832627630987,Ovary,Ovarian Carcinoma,Cell Line,Adherent
905976,8,SIDM00107,125,0.8433364679021483,62.181393762891,2.4692404678586417,Skin,Melanoma,Cell Line,Unknown
905977,14,SIDM00108,625,0.8144467595111793,62.07311560670601,2.3380453459336574,Skin,Melanoma,Cell Line,Unknown
905983,1913,SIDM00111,300,1.1923748612762932,41.55631674062469,3.40783269485344,Central Nervous System,Glioma,Cell Line,Adherent
905981,1636,SIDM00112,150,1.266948566818376,38.67319762174468,3.698893672012008,Kidney,Kidney Carcinoma,Cell Line,Unknown
905980,1401,SIDM00113,300,0.8386036994692306,70.04941953541652,2.502305738807753,Kidney,Kidney Carcinoma,Cell Line,Unknown
1240141,2125,SIDM00114,625,0.6718821086733531,75.44085364283755,2.0314708337151774,Lung,Other Solid Carcinomas,Cell Line,Unknown
1240206,1218,SIDM00115,300,1.1489742979086919,42.10774016638747,3.2713801300295757,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
905944,1224,SIDM00116,1000,0.20741482653760757,-717.2877617060368,1.299418487506416,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
905967,34,SIDM00117,300,0.9859825091165619,56.436582974291156,3.054407195442223,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Unknown
905971,43,SIDM00118,400,1.1152429119423355,44.76293378340229,3.2248389344808204,Large Intestine,Colorectal Carcinoma,Cell Line,Unknown
905970,322,SIDM00119,500,0.34766115770043216,152.46476078993183,1.4775058672660073,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
905935,872,SIDM00120,500,0.48525900125661897,100.70309572419367,1.6622095077028243,Prostate,Prostate Carcinoma,Cell Line,Adherent
905952,1151,SIDM00121,1250,1.0351132624679764,52.759910104928565,3.0438967121062754,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
905951,1835,SIDM00122,625,0.4801486056739093,125.67134303424908,1.709207591029063,Breast,Breast Carcinoma,Cell Line,Adherent
905950,371,SIDM00123,200,1.5449161392487647,33.19513413791293,5.008468976949212,Kidney,Kidney Carcinoma,Cell Line,Adherent
905948,602,SIDM00124,250,0.8510845376421003,59.94168159447927,2.4323165504882605,Kidney,Kidney Carcinoma,Cell Line,Adherent
905947,301,SIDM00125,150,1.1479813591808237,43.38034891390304,3.26123908070351,Kidney,Kidney Carcinoma,Cell Line,Adherent
1298160,1980,SIDM00126,300,0.6110390728730882,78.2326980696578,1.8951233329642139,Skin,Melanoma,Cell Line,Unknown
1240162,615,SIDM00127,500,0.9946807293536004,50.015668983614745,2.7886020018750743,Head and Neck,Oral Cavity Carcinoma,Cell Line,Unknown
1240161,1233,SIDM00128,150,1.605346450101702,30.539672230167202,5.12513196846847,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
1240130,1981,SIDM00129,100,1.5218699060548357,33.42433262647097,4.850142846388949,Skin,Melanoma,Cell Line,Unknown
906821,572,SIDM00130,350,0.8976003811206071,59.9107276994764,2.68126685682449,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
906823,876,SIDM00131,325,0.7777945962269751,61.542678646743205,2.249991931179075,Central Nervous System,Glioma,Cell Line,Adherent
906693,1978,SIDM00132,625,0.7639120498289997,45.765392478654,2.291866086682644,Pancreas,Pancreatic Carcinoma,Cell Line,Adherent
905972,1500,SIDM00133,300,1.0298875227721032,51.60266174002273,3.0092309866087974,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Unknown
905973,888,SIDM00134,625,0.6224240143999077,92.23096769395222,1.9674096071573905,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Unknown
905957,655,SIDM00135,125,0.8401331516125551,65.79593751537065,2.4410278491526785,Breast,Breast Carcinoma,Cell Line,Adherent
905939,1212,SIDM00136,200,1.6864509485685706,29.974794272952856,5.730084291115773,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1240190,918,SIDM00137,300,1.1467880963362016,45.04885733190891,3.3277282857716517,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Unknown
905942,2108,SIDM00138,1250,0.6007766701479822,104.0695326948902,1.9300788763934653,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
905941,1221,SIDM00139,625,0.357200073914728,165.49202914977573,1.4831806505877436,Lung,Mesothelioma,Cell Line,Adherent
906814,1467,SIDM00140,300,0.6071699309246344,84.36012830766164,1.914559376933065,Skin,Melanoma,Cell Line,Adherent
910691,218,SIDM00142,900,0.8944454891884757,56.366712299328114,2.5353354274065985,Endometrium,Endometrial Carcinoma,Cell Line,Suspension
910692,1072,SIDM00143,500,0.7265269138193001,69.35088037107563,2.1407128120969414,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
905943,2146,SIDM00144,75,1.90841208586929,25.801470883004907,6.9188803065516105,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
905958,2227,SIDM00145,2500,0.5768365859066454,93.85095549311885,1.8462035410121869,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
905960,1013,SIDM00146,100,1.2873109662481264,39.74680552130978,3.808309938427354,Breast,Breast Carcinoma,Cell Line,Adherent
905946,588,SIDM00148,150,1.3992351568525028,37.240519280807675,4.401762367496063,Breast,Breast Carcinoma,Cell Line,Adherent
905946,588,SIDM00148,800,0.2400232194612553,515.3598229868926,1.317408622993932,Breast,Breast Carcinoma,Cell Line,Adherent
905974,401,SIDM00149,150,1.5210089946014205,32.45883883002049,4.71736990185123,Skin,Melanoma,Cell Line,Unknown
905989,1990,SIDM00150,325,1.4048694872895915,36.97915965441661,4.386370310222537,Large Intestine,Colorectal Carcinoma,Cell Line,Unknown
905968,1215,SIDM00151,325,1.0421031153406544,47.514503866510225,2.9379605492835683,Ovary,Ovarian Carcinoma,Cell Line,Unknown
1290813,1971,SIDM00154,325,0.3022334541842216,188.01482968899316,1.4067437475587508,Lung,Mesothelioma,Cell Line,Unknown
1240205,334,SIDM00155,325,1.239267742298073,39.337155508586164,3.556185581893822,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
949174,1861,SIDM00156,625,0.7638380241974879,71.51219981942847,2.2371208563323317,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
946363,853,SIDM00157,325,0.7271756038558583,66.27256328387958,2.123468108189011,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
753531,64,SIDM00172,200,1.5244053756934883,35.20944857919328,5.016982103342214,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
753532,1522,SIDM00174,250,0.7289555224086638,70.49009364187721,2.1471420817634876,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
753545,1248,SIDM00175,150,1.0583618532087893,50.00656430273422,3.0458486667658904,Skin,Melanoma,Cell Line,Unknown
1303912,554,SIDM00176,400,0.23090575154975432,145.05129473411165,1.3168703863141913,Bone,Chondrosarcoma,Cell Line,Unknown
971777,31,SIDM00179,150,1.0192221953172915,47.863131367220795,2.836849029192856,Skin,Melanoma,Cell Line,Unknown
753585,1755,SIDM00180,325,0.820835943449433,68.1677727661763,2.4645336852656103,Kidney,Kidney Carcinoma,Cell Line,Unknown
753584,1267,SIDM00181,200,0.7001535430725796,79.0582338010061,2.1185028074369976,Bladder,Bladder Carcinoma,Cell Line,Unknown
753583,12,SIDM00182,1250,0.2547568606995292,150.77080632606103,1.3678649005247785,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
753582,1365,SIDM00183,1250,0.3983404891864199,118.21558868183881,1.5252616298750183,Lung,Small Cell Lung Carcinoma,Cell Line,Unknown
753581,659,SIDM00184,1250,-0.030263989411993448,-176.73515788507873,1.0275375071573516,Skin,Melanoma,Cell Line,Unknown
753579,1464,SIDM00185,625,0.5732109564483333,95.21158453189906,1.8686646486372083,Skin,Melanoma,Cell Line,Unknown
753578,552,SIDM00186,300,0.9505914592492833,51.833373576620716,2.665027982954636,Kidney,Kidney Carcinoma,Cell Line,Unknown
753577,658,SIDM00187,625,0.7648187272986012,62.91315331124347,2.2105950498666567,Kidney,Kidney Carcinoma,Cell Line,Unknown
753558,1790,SIDM00188,300,0.9178863978785524,52.33959120165035,2.594815000843564,Kidney,Kidney Carcinoma,Cell Line,Unknown
753546,1845,SIDM00190,625,0.41952434317539306,109.8100113464634,1.575356038066475,Skin,Melanoma,Cell Line,Unknown
753533,181,SIDM00191,300,0.4203785687224859,115.58316117868182,1.5399976066382035,Kidney,Kidney Carcinoma,Cell Line,Unknown
1660036,697,SIDM00193,1250,0.36409089145558066,285.8134628220998,1.5235503430585533,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1660035,151,SIDM00194,1250,0.44805479409981763,181.21887635994844,1.662895899893248,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
949168,704,SIDM00195,1250,0.31492199819888916,225.21641384222295,1.4219105784961912,Bone,Ewing's Sarcoma,Cell Line,Unknown
949167,613,SIDM00196,500,0.8140930702448528,60.573983504517216,2.3100411350696035,Bone,Ewing's Sarcoma,Cell Line,Unknown
949164,612,SIDM00197,1250,0.3893244634645781,128.35856308617088,1.5215129312807354,Bone,Ewing's Sarcoma,Cell Line,Unknown
949165,1529,SIDM00198,800,0.9152564855370717,59.545103924803755,2.6581650702582755,Bone,Ewing's Sarcoma,Cell Line,Unknown
1290795,1006,SIDM00199,300,0.9969705891841392,53.25617154021643,2.9194686316240492,Bone,Chondrosarcoma,Cell Line,Adherent
949162,2140,SIDM00200,625,0.49419390351072295,94.74482160648206,1.6934154914225263,Bone,Ewing's Sarcoma,Cell Line,Unknown
949160,72,SIDM00201,1000,0.8902894217522481,71.00483793209652,2.6193410890412365,Bone,Ewing's Sarcoma,Cell Line,Unknown
949161,2176,SIDM00202,1250,0.46106147745498977,123.05937494779334,1.6427035580714706,Bone,Ewing's Sarcoma,Cell Line,Unknown
684062,231,SIDM00203,625,0.48453925450145996,119.25350464162801,1.6921511271432985,Bone,Ewing's Sarcoma,Cell Line,Unknown
949163,902,SIDM00205,625,1.2302755813992317,40.64101425138032,3.5616191031488893,Bone,Ewing's Sarcoma,Cell Line,Unknown
946377,2093,SIDM00206,200,1.0734695829733278,45.17497218876584,3.018439453852615,Central Nervous System,Glioblastoma,Cell Line,Unknown
753549,898,SIDM00207,300,0.6052523400194472,81.15039029267864,1.89464633311834,Central Nervous System,Glioblastoma,Cell Line,Unknown
946373,768,SIDM00208,250,0.34219980513262804,140.25432330673758,1.427363869493369,Central Nervous System,Glioblastoma,Cell Line,Unknown
946372,2092,SIDM00209,150,0.939171115364947,52.3560845844274,2.594035688807502,Central Nervous System,Glioblastoma,Cell Line,Unknown
906804,1245,SIDM00210,250,1.4207547162276468,35.44041478034524,4.3412281911117665,Ovary,Ovarian Carcinoma,Cell Line,Adherent
910944,1637,SIDM00211,2500,0.24125433061722046,-62.70642060835132,1.3931477318625374,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
910943,604,SIDM00212,400,0.5909831515460116,99.24481621266403,1.8886240705505888,Central Nervous System,Glioblastoma,Cell Line,Adherent
906864,1007,SIDM00213,200,1.0541894914146712,46.79197864748533,2.9725534246368848,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
1660034,1907,SIDM00214,400,0.8496648997919131,62.492165918104625,2.454616875335891,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1659929,2189,SIDM00215,1000,-0.33229169365818584,-166.57730853241605,0.741114449906331,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
1659928,154,SIDM00216,600,1.202767246288541,42.94766339473064,3.5579926887353,Large Intestine,Colorectal Carcinoma,Cell Line,Suspension
1659823,2191,SIDM00217,1250,0.07103726320160489,-704.518428809824,1.158697041488791,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
930083,1983,SIDM00218,325,0.27805485337715924,189.47039184849928,1.3668070216048926,Thyroid,Thyroid Gland Carcinoma,Cell Line,Adherent
909257,896,SIDM00220,150,1.462995038652552,34.79633793474115,4.645580148579381,Ovary,Ovarian Carcinoma,Cell Line,Adherent
908150,2255,SIDM00222,300,0.6596987296868823,76.78825575200764,1.991631014529863,Lung,Mesothelioma,Cell Line,Adherent
753564,1194,SIDM00223,2500,0.8547857723704043,56.977715351815746,2.4010275050495546,Lung,Small Cell Lung Carcinoma,Cell Line,Semi-Adherent
907173,1001,SIDM00224,625,0.5072232694593604,99.93612087728022,1.7049896865543426,Lung,Mesothelioma,Cell Line,Adherent
907172,1501,SIDM00225,250,1.2337370561931762,41.07959800875982,3.600659052917071,Skin,Melanoma,Cell Line,Adherent
906872,1530,SIDM00227,325,0.676746972421156,77.53579648774006,2.0836842182773334,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
753565,450,SIDM00230,5000,0.06969705970213308,649.201779699458,1.0799057657643685,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
1509073,688,SIDM00231,325,0.6612030062309898,72.38909427519523,1.9925624759691938,Kidney,Kidney Carcinoma,Cell Line,Unknown
1509074,1020,SIDM00232,300,0.4329059343649348,109.28392811485871,1.578806427171474,Kidney,Kidney Carcinoma,Cell Line,Unknown
910687,319,SIDM00233,900,1.212887016173267,44.825683245571604,3.650051165487492,Haematopoietic and Lymphoid,T-Lymphoblastic Leukemia,Cell Line,Suspension
946357,579,SIDM00234,500,1.212056581704004,42.356157237158826,3.5211319493617563,Cervix,Other Solid Carcinomas,Cell Line,Suspension
909974,1640,SIDM00235,200,0.7905777585655469,71.65941692146772,2.359751696994871,Kidney,Kidney Carcinoma,Cell Line,Adherent
753608,198,SIDM00237,250,1.0938123288633943,48.57658640180864,3.1822076450910575,Lung,Non-Small Cell Lung Carcinoma,Cell Line,Adherent
1480371,200,SIDM00238,625,0.655202472056916,72.92780001096789,1.9824740693719165,Ovary,Ovarian Carcinoma,Cell Line,Adherent
909250,1674,SIDM00239,500,0.34088174427199236,182.77977072271864,1.5026968644528282,Kidney,Kidney Carcinoma,Cell Line,Adherent
949154,605,SIDM00240,200,0.4443114572626921,110.82077913625844,1.6096000785296025,Cervix,Cervical Carcinoma,Cell Line,Adherent
909256,1002,SIDM00241,625,0.419618508854906,88.78740675150489,1.5870364095337666,Breast,Breast Carcinoma,Cell Line,Adherent
925345,1398,SIDM00242,1250,0.21631976126873884,217.01462398010187,1.3086537970469774,Bone,Osteosarcoma,Cell Line,Adherent
910942,1394,SIDM00243,625,0.28657312024943726,280.0830169393975,1.3959293996291466,Testis,Other Solid Carcinomas,Cell Line,Unknown
908440,1585,SIDM00244,300,0.6335895538956943,134.41467602421204,2.002315342452838,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
753594,674,SIDM00245,625,0.9221813130498405,57.8651049763507,2.627080601886433,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
925340,1542,SIDM00247,250,1.410827581909651,37.533778419601674,4.428353369023194,Stomach,Gastric Carcinoma,Cell Line,Adherent
753614,575,SIDM00249,312,0.9637279183625995,53.70653755987625,2.748663920803806,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent
1503371,382,SIDM00250,1250,0.5855319911560477,82.95121243016398,1.8395143064468618,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent
909770,1917,SIDM00251,1250,0.7278924613257021,75.04803587527682,2.16611371323215,Stomach,Gastric Carcinoma,Cell Line,Adherent
909769,1643,SIDM00252,325,0.3676666054747977,-504.0844432184708,1.5919819243003566,Biliary Tract,Biliary Tract Carcinoma,Cell Line,Adherent
949173,2258,SIDM00253,625,0.47335777623428793,101.13190123120638,1.6380070031593315,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949176,2071,SIDM00254,1000,0.5838780868263017,86.34209430582634,1.8538484601950107,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949175,159,SIDM00255,625,0.8918276493183112,54.65176002811048,2.5069877462366894,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949178,32,SIDM00256,625,1.2684792174530408,38.956800446351274,3.6586519005344624,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949177,215,SIDM00257,150,1.441530293637844,34.53659599474338,4.387794677508135,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949172,1779,SIDM00258,1000,0.24947646307384713,353.6934071979358,1.3401532716640467,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
949171,1033,SIDM00259,500,0.7923859925892812,69.54705834414611,2.3145792522325923,Peripheral Nervous System,Neuroblastoma,Cell Line,Unknown
908139,2112,SIDM00260,325,0.992030330699182,54.69563791116592,2.870927828840827,Stomach,Gastric Carcinoma,Cell Line,Adherent
949155,2139,SIDM00261,325,1.6919993363615518,29.951642721445495,5.71108783865554,Bone,Ewing's Sarcoma,Cell Line,Unknown
949157,611,SIDM00262,300,0.6885497961606967,78.2943415448499,2.149870485184631,Bone,Ewing's Sarcoma,Cell Line,Unknown
684057,610,SIDM00263,1250,0.9117420502960843,52.70760427781382,2.5775971426105873,Bone,Ewing's Sarcoma,Cell Line,Unknown
949156,70,SIDM00264,625,0.6819751684867966,86.10448985000554,2.095815999232391,Bone,Ewing's Sarcoma,Cell Line,Unknown
684055,1342,SIDM00265,500,1.2445002548177573,39.69662056627833,3.5420796395745704,Bone,Ewing's Sarcoma,Cell Line,Unknown
949158,1564,SIDM00266,325,1.624756443008546,30.436179127925698,5.248189587095617,Bone,Ewing's Sarcoma,Cell Line,Unknown
910695,2046,SIDM00267,500,0.8194836176047134,62.18152510642603,2.3568284676557463,Biliary Tract,Biliary Tract Carcinoma,Cell Line,Adherent
684059,71,SIDM00269,625,1.1259432238738238,44.474753964511635,3.1761241072804087,Bone,Ewing's Sarcoma,Cell Line,Unknown
1240204,1217,SIDM00270,100,0.8632547357731968,56.49430557271415,2.4190904818300596,Head and Neck,Head and Neck Carcinoma,Cell Line,Unknown
908138,1647,SIDM00271,325,0.7675615823427904,74.94880617245708,2.2611544996703357,Stomach,Gastric Carcinoma,Cell Line,Adherent
908122,101,SIDM00272,400,0.7731355557991474,67.72325840669313,2.2514268993573006,Breast,Breast Carcinoma,Cell Line,Adherent
906871,245,SIDM00273,300,0.5261888136911996,-263.12295603246685,1.7838841605730746,Central Nervous System,Glioblastoma,Cell Line,Adherent
906869,1414,SIDM00274,150,0.8664129871729509,64.83685972651679,2.5317087733635444,Stomach,Gastric Carcinoma,Cell Line,Adherent
906861,323,SIDM00276,150,1.3328837927482147,37.77785407606126,3.980013149898404,Biliary Tract,Biliary Tract Carcinoma,Cell Line,Unknown
906856,426,SIDM00277,1250,1.1296407175406826,46.72956071513667,3.3261039189535135,Haematopoietic and Lymphoid,Acute Myeloid Leukemia,Cell Line,Suspension
753555,2138,SIDM00278,150,1.115079673520419,47.284989928564926,3.2340361493332876,Esophagus,Esophageal Squamous Cell Carcinoma,Cell Line,Adherent
906849,2094,SIDM00279,2500,-0.0772786319575103,-917.3733456503825,0.9470516743390215,Stomach,Gastric Carcinoma,Cell Line,Adherent
906848,799,SIDM00280,1250,0.381542741803302,136.6628360152448,1.518402937387951,Stomach,Gastric Carcinoma,Cell Line,Suspension
906841,899,SIDM00281,200,1.2826344313104503,40.281215905130395,3.868630331043635,Skin,Other Solid Carcinomas,Cell Line,Adherent
910554,1833,SIDM00282,625,0.6648028566894262,81.26108585733215,2.047070781115733,Large Intestine,Colorectal Carcinoma,Cell Line,Adherent
949088,2129,SIDM00283,625,1.4242913394907328,35.1389947772237,4.348031991033576,Haematopoietic and Lymphoid,B-Cell Non-Hodgkin's Lymphoma,Cell Line,Suspension
906818,2049,SIDM00284,325,0.6959406419091085,83.5450931703201,2.143594203932541,Skin,Melanoma,Cell Line,Adherent
910941,1562,SIDM00285,1250,0.3589817753566336,139.690611770325,1.4592016224437514,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
910567,38,SIDM00286,2500,0.0569773196604801,618.665606399171,1.0887265627926848,Peripheral Nervous System,Neuroblastoma,Cell Line,Adherent
910705,48,SIDM00287,1250,1.337739101111679,38.180968017419325,4.108832402091698,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
949153,1192,SIDM00289,1000,1.239410189236031,41.06638596217688,3.5838135436052756,Haematopoietic and Lymphoid,B-Lymphoblastic Leukemia,Cell Line,Suspension
907055,1102,SIDM00290,150,1.910080189379658,27.475842038372278,7.582330565331793,Stomach,Gastric Carcinoma,Cell Line,Adherent
907058,2084,SIDM00291,200,1.0532471165668051,47.999652943088705,2.9663298046831015,Skin,Melanoma,Cell Line,Adherent
753589,2067,SIDM00292,1500,0.47206359280634336,130.56905601915426,1.6736152198018561,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
713878,2066,SIDM00293,1250,0.6919328103950898,74.44158837964504,2.0932059418618483,Lung,Small Cell Lung Carcinoma,Cell Line,Suspension
