region_url,villes_url,region,villes,"coordinates (lat,lon)"
ile-de-re,"['saint-martin-de-re', 'ars-en-re', 'sainte-marie-de-re']",Île de Ré,"['saint-martin-de-re', 'ars-en-ré', 'sainte-marie-de-re']","[(46.2016893, -1.3681861), (46.208056, -1.515833), (46.1491638, -1.3115373)]"
ile-de-france,"['paris', 'cergy', 'fontainebleau', 'melun', 'versailles', 'disneyland-paris', 'antony', 'bussy-saint-georges', 'ch-tenay-malabry', 'chaville', 'evry-essonne', 'montmorency', 'nanterre', 'noisy-le-sec', 'parc-asterix', 'provins', 'argenteuil', 'boulogne-billancourt', 'corbeil-essonnes', 'creteil', 'mantes-la-jolie', 'meaux', 'saint-denis-93', 'saint-germain-en-laye']",Île-de-France,"['paris', 'cergy', 'fontainebleau', 'melun', 'versailles', 'disneyland-paris', 'antony', 'bussy-saint-georges', 'châtenay-malabry', 'chaville', 'évry', 'montmorency', 'nanterre', 'noisy-le-sec', 'parc-astérix', 'provins', 'argenteuil', 'boulogne-billancourt', 'corbeil-essonnes', 'créteil', 'mantes-la-jolie', 'meaux', 'saint-denis', 'saint-germain-en-laye']","[(48.8566969, 2.3514616), (49.0527528, 2.0388736), (48.4049375, 2.7015872), (48.539927, 2.6608169), (48.8035403, 2.1266886), (48.87231975, 2.7755419640677923), (48.753554, 2.2959423), (48.8430257, 2.6973858), (48.7670404, 2.2775316), (48.8086915, 2.1883487), (48.26406, 3.25604), (48.9891693, 2.3197111), (48.8924273, 2.2071267), (48.8897751, 2.4516055), (49.13457545, 2.5721708688462734), (48.5602959, 3.2988089), (48.9479069, 2.2481797), (48.8356649, 2.240206), (48.6137734, 2.4818087), (48.7771486, 2.4530731), (48.9891971, 1.7140683), (48.9582708, 2.8773541), (48.935773, 2.3580232), (48.8990413, 2.0942792)]"
languedoc-roussillon,"['montpellier', 'carcassonne', 'nimes', 'perpignan', 'sete', 'cap-dagde', 'agde', 'ales', 'amelie-les-bains', 'argeles-sur-mer', 'banyuls-sur-mer', 'barcares', 'bedarieux', 'beziers', 'canet-en-roussillon', 'carnon-plage', 'castelnaudary', 'ceret', 'collioure', 'florac-parc-national-des-cevennes', 'frontignan', 'grau-du-roi', 'gruissan', 'la-grande-motte', 'limoux', 'lodeve', 'marseillan', 'mende-lozere', 'narbonne', 'palavas-les-flots', 'port-leucate', 'serignan', 'uzes', 'valras-plage', 'vias-plage', 'aigues-mortes', 'aramon', 'bagnols-sur-ceze', 'beaucaire', 'fourques', 'gignac', 'ille-sur-tet', 'lezignan-corbieres', 'lunel', 'marvejols', 'mauguio', 'meze', 'osseja', 'parc-naturel-regional-du-haut-languedoc', 'pezenas', 'pont-saint-esprit', 'port-la-nouvelle', 'port-vendres', 'rochefort-du-gard', 'saint-cyprien-plage', 'sommieres', 'vic-la-gardiole', 'vinca']",Languedoc-Roussillon,"['montpellier', 'carcassonne', 'nîmes', 'perpignan', 'sète', ""le-cap-d'agde"", 'agde', 'alès', 'amélie-les-bains', 'argelès-sur-mer', 'banyuls-sur-mer', 'le-barcarès', 'bédarieux', 'béziers', 'canet-en-roussillon', 'carnon-plage', 'castelnaudary', 'céret', 'collioure', 'florac', 'frontignan', 'le-grau-du-roi', 'gruissan', 'la-grande-motte', 'limoux', 'lodève', 'marseillan', 'mende', 'narbonne', 'palavas-les-flots', 'port-leucate', 'sérignan', 'uzès', 'valras-plage', 'vias-plage', 'aigues-mortes', 'aramon', 'bagnols-sur-ceze', 'beaucaire', 'fourques', 'gignac', 'ille-sur-têt', 'lezignan-corbieres', 'lunel', 'marvejols', 'mauguio', 'meze', 'osséja', 'parc-naturel-régional-du-haut-languedoc', 'pezenas', 'pont-saint-esprit', 'port-la-nouvelle', 'port-vendres', 'rochefort-du-gard', 'saint-cyprien-plage', 'sommieres', 'vic-la-gardiole', 'vinca']","[(43.6112422, 3.8767337), (43.2130358, 2.3491069), (43.8374249, 4.3600687), (42.6985304, 2.8953121), (43.4014434, 3.6959771), (43.2845374, 3.5117752), (43.3134787, 3.4771629), (44.1253665, 4.0852818), (42.4741898, 2.6653321), (42.5490447, 3.0300793), (42.4794084, 3.1275893), (42.7946794, 3.0335243), (43.6155109, 3.1576143), (43.3426562, 3.2131307), (42.704359, 3.0105105), (43.5469285, 3.9796512), (43.3192021, 1.9533495), (42.485804, 2.7488069), (42.52505, 3.0831554), (44.3238185, 3.5940267), (43.4487615, 3.7530636), (43.5361048, 4.1360255), (43.1050181, 3.086422), (43.5602934, 4.0860137), (43.0538068, 2.2176533), (43.73106, 3.31892), (43.3021197, 0.2138821), (44.5180226, 3.4991057), (43.1837661, 3.0042121), (43.5278137, 3.9315347), (42.8556704, 3.0401439), (43.2830736, 3.2798682), (44.0121279, 4.4196718), (43.2496196, 3.29192), (43.28469955, 3.3875855522646363), (43.613797399999996, 4.218630824536879), (43.8908652, 4.6810542), (44.160481, 4.6235831), (43.8085436, 4.6392648), (43.692905, 4.60931), (43.6522859, 3.5512018), (42.6709665, 2.6224853), (43.2008841, 2.7574981), (43.6745265, 4.1348062), (44.5532621, 3.2901135), (43.6154825, 4.0098366), (43.4245985, 3.5988383), (42.4150541, 1.9811191), (43.5911186, 2.793207414805681), (43.4611777, 3.4228323), (44.2538589, 4.6456631), (43.0203536, 3.046461), (42.5204146, 3.1056167), (43.9738383, 4.6903765), (42.6332052, 3.0324436), (43.7824191, 4.0893472), (43.4869218, 3.7961574), (42.6450647, 2.5287445)]"
limousin,"['limoges', 'aubusson', 'brive-la-gaillarde-correze', 'gueret-creuse', 'tulle', 'argentat', 'collonges-la-rouge', 'oradour-sur-glane', 'ambazac', 'auzances', 'bellac', 'bessines-sur-gartempe', 'bonnat', 'bourganeuf', 'ch-lus-parc-naturel-regional-perigord-limousin', 'chambon-sur-voueize', 'chateauneuf-la-foret', 'egletons', 'eymoutiers', 'felletin', 'la-souterraine', 'le-dorat', 'lubersac', 'meymac', 'rochechouart', 'saint-germain-les-belles', 'saint-junien', 'saint-laurent-sur-gorre', 'saint-leonard-de-noblat', 'saint-yrieix-la-perche', 'treignac-parc-naturel-de-millevaches-en-limousin', 'ussel', 'uzerche']",Limousin,"['limoges', 'aubusson', 'brive-la-gaillarde', 'guéret', 'tulle', 'argentat', 'collonges-la-rouge', 'oradour-sur-glane', 'ambazac', 'auzances', 'bellac', 'bessines-sur-gartempe', 'bonnat', 'bourganeuf', 'châlus', 'chambon-sur-voueize', 'chateauneuf-la-foret', 'egletons', 'eymoutiers', 'felletin', 'la-souterraine', 'le-dorat', 'lubersac', 'meymac', 'rochechouart', 'saint-germain-les-belles', 'saint-junien', 'saint-laurent-sur-gorre', 'saint-leonard-de-noblat', 'saint-yrieix-la-perche', 'treignac', 'ussel', 'uzerche']","[(45.8354243, 1.2644847), (48.7842759, -0.5521714), (45.1584982, 1.5332389), (46.1686865, 1.8713349), (45.2678158, 1.7706904), (45.0985199, 1.9238527517102222), (45.0604597, 1.6551231), (45.932778, 1.0325), (45.958226, 1.4019278), (46.0264742, 2.5010036), (46.1209036, 1.0502545), (46.1090993, 1.3685926), (46.327771, 1.9041401), (45.9545107, 1.7567677), (45.6516342, 0.9798059), (46.1886294, 2.425828), (45.7136201, 1.6074238), (45.4065225, 2.045018), (45.7389214, 1.7432748), (45.8843751, 2.1735208), (46.2383347, 1.4861387), (46.2144367, 1.0822603), (45.4456945, 1.4040072), (45.5366795, 2.1464895), (45.8218406, 0.8202782), (45.6141406, 1.495247), (45.8872222, 0.9011111), (45.7706201, 0.9572501), (45.8377349, 1.4924586), (45.5335103, 1.2583483036471546), (45.5365916, 1.7935339), (45.545591, 2.3119397), (45.4243315, 1.5637278)]"
lorraine,"['metz', 'epinal', 'nancy', 'verdun', 'vosges', 'gerardmer', 'thionville', 'vandoeuvre-les-nancy', 'amneville', 'bar-le-duc', 'bitche-parc-naturel-regional-des-vosges-du-nord', 'bouzonville', 'commercy', 'contrexeville', 'creutzwald', 'dieuze', 'forbach', 'hayange', 'la-bresse', 'le-thillot', 'ligny-en-barrois', 'longuyon', 'longwy', 'luneville', 'mirecourt', 'mont-saint-martin', 'neufchateau', 'pont-a-mousson-parc-naturel-regional-de-lorraine', 'remiremont', 'saint-avold', 'saint-die-des-vosges', 'saint-mihiel', 'sarralbe', 'sarrebourg', 'sarreguemines', 'toul']",Lorraine,"['metz', 'épinal', 'nancy', 'verdun', 'les-vosges', 'gérardmer', 'thionville', 'vandœuvre-lès-nancy', 'amnéville', 'bar-le-duc', 'bitche', 'bouzonville', 'commercy', 'contrexeville', 'creutzwald', 'dieuze', 'forbach', 'hayange', 'la-bresse', 'le-thillot', 'ligny-en-barrois', 'longuyon', 'longwy', 'lunéville', 'mirecourt', 'mont-saint-martin', 'neufchateau', 'pont-à-mousson', 'remiremont', 'saint-avold', 'saint-die-des-vosges', 'saint-mihiel', 'sarralbe', 'sarrebourg', 'sarreguemines', 'toul']","[(49.1196964, 6.1763552), (48.1747684, 6.4503643), (48.6937223, 6.1834097), (49.1589278, 5.3867277), (48.82912655, 2.2336560875098046), (48.0731443, 6.8795758), (49.3579272, 6.1675872), (48.6599676, 6.1724618), (49.2603613, 6.1420739), (48.7712673, 5.1623805), (49.0508729, 7.4254577), (49.292459, 6.5351273), (48.763203, 5.5914753), (48.180496, 5.8946281), (49.19959, 6.6893987), (48.8104847, 6.7179948), (49.1835376, 6.874619), (49.3304353, 6.0636733), (48.0066282, 6.8766915), (47.8809276, 6.7657953), (48.685936, 5.3253723), (49.4461066, 5.600732), (49.5145564, 5.7679082), (48.5916164, 6.4919563), (48.3005302, 6.1312974), (49.282103, 3.6389239), (48.3553014, 5.6948571), (48.9025946, 6.0547691), (48.0158951, 6.5912615), (49.1043397, 6.7071754), (48.2873153, 6.9477708), (48.891207, 5.5423046), (48.9998765, 7.0299169), (48.734239, 7.0557352), (49.1094836, 7.0708865), (48.6762624, 5.8941759)]"
midi-pyrenees,"['toulouse', 'agen', 'albi', 'auch-gers', 'cahors-lot', 'foix-ariege', 'ax-les-thermes', 'bagneres-de-bigorre', 'castres', 'figeac', 'gaillac', 'lourdes', 'mazamet', 'millau', 'montauban', 'pamiers', 'rocamadour', 'rodez-aveyron', 'tarbes', 'villefranche-de-rouergue', 'argeles-gazost', 'bagneres-de-luchon', 'brassac', 'cajarc', 'carmaux', 'castelsarrasin', 'caussade', 'cauterets-parc-national-des-pyrenees', 'cazeres', 'condom', 'cordes-sur-ciel', 'decazeville', 'eauze', 'espalion', 'fleurance', 'gourdon', 'gramat', 'graulhet', 'labruguiere', 'lacaune', 'lannemezan', 'lauzerte', 'lavaur', 'lavelanet', 'lectoure', 'mirande', 'moissac', 'muret', 'requista', 'saint-affrique', 'saint-cere', 'saint-gaudens', 'saint-girons', 'severac-le-chateau', 'souillac', 'tarascon-sur-ariege', 'vic-en-bigorre']",Midi-Pyrénées,"['toulouse', 'agen', 'albi', 'auch', 'cahors', 'foix', 'ax-les-thermes', 'bagnères-de-bigorre', 'castres', 'figeac', 'gaillac', 'lourdes', 'mazamet', 'millau', 'montauban', 'pamiers', 'rocamadour', 'rodez', 'tarbes', 'villefranche-de-rouergue', 'argelès-gazost', 'bagnères-de-luchon', 'brassac', 'cajarc', 'carmaux', 'castelsarrasin', 'caussade', 'cauterets', 'cazeres', 'condom', 'cordes-sur-ciel', 'decazeville', 'eauze', 'espalion', 'fleurance', 'gourdon', 'gramat', 'graulhet', 'labruguiere', 'lacaune', 'lannemezan', 'lauzerte', 'lavaur', 'lavelanet', 'lectoure', 'mirande', 'moissac', 'muret', 'requista', 'saint-affrique', 'saint-cere', 'saint-gaudens', 'saint-girons', 'severac-le-chateau', 'souillac', 'tarascon-sur-ariege', 'vic-en-bigorre']","[(43.6044622, 1.4442469), (44.2015827, 0.6176112), (43.9277552, 2.147899), (43.6463558, 0.5850507), (44.4495, 1.4364999), (42.9638998, 1.6053807), (42.7193597, 1.8379765), (43.0658212, 0.1530914), (49.8044444, 3.2383333), (44.6092335, 2.0324321), (43.9016766, 1.8967943), (43.0940904, -0.0464975), (43.4902317, 2.3764363), (44.1006693, 3.0777594), (44.0175835, 1.3549991), (43.1147515, 1.6082177), (44.7991877, 1.6183521), (44.3513062, 2.5727883), (43.232858, 0.0781021), (44.3517623, 2.0375431), (43.00511, -0.0997681), (42.7910617, 0.5912279), (42.9460893, 1.5368803), (44.486397, 1.8421185), (44.0496638, 2.1581754), (44.0395151, 1.1072875), (44.1608142, 1.5365375), (42.8893451, -0.114546), (43.2056788, 1.0865093), (43.9564563, 0.3745929), (44.0626, 1.95799), (44.5585148, 2.2542071), (43.8613741, 0.1007959), (44.5206809, 2.7616471), (43.849295, 0.6640617), (46.6414367, 4.4461818), (44.7789948, 1.723394), (43.7578, 1.99723), (43.5402951, 2.2634222), (43.7069971, 2.6908815), (43.1252298, 0.384241), (44.2565123, 1.1383233), (44.6129697, 1.0230515), (42.9332121, 1.8487179), (43.9352778, 0.6219444), (43.5143244, 0.4041473), (44.1050886, 1.0846682), (43.4599858, 1.3262332), (44.0332202, 2.5362291), (43.9580035, 2.8866641), (44.8586149, 1.8922748), (43.1077682, 0.7247218), (42.9841865, 1.1464455), (44.3229477, 3.0694018), (44.8980172, 1.46943), (42.8458016, 1.6067586), (43.3860159, 0.0548805)]"
nord-pas-de-calais,"['arras', 'cambrai', 'lille', 'touquet', 'valenciennes', 'berck', 'boulogne-sur-mer', 'calais', 'douai', 'dunkerque', 'lens', 'ambleteuse', 'armentieres', 'bethune', 'carvin', 'desvres', 'equihen-plage', 'fruges', 'grand-fort-philippe', 'gravelines', 'hazebrouck', 'henin-beaumont', 'hesdin', 'maubeuge', 'roubaix', 'saint-amand-les-eaux-parc-naturel-regional-scarpe-escaut', 'saint-omer', 'saint-pol-sur-ternoise', 'sangatte', 'tourcoing', 'vieux-conde', 'villeneuve-dascq', 'wimereux']",Nord-Pas-de-Calais,"['arras', 'cambrai', 'lille', 'touquet', 'valenciennes', 'berck', 'boulogne-sur-mer', 'calais', 'douai', 'dunkerque', 'lens', 'ambleteuse', 'armentières', 'béthune', 'carvin', 'desvres', 'equihen-plage', 'fruges', 'grand-fort-philippe', 'gravelines', 'hazebrouck', 'henin-beaumont', 'hesdin', 'maubeuge', 'roubaix', 'saint-amand-les-eaux', 'saint-omer', 'saint-pol-sur-ternoise', 'sangatte', 'tourcoing', 'vieux-conde', ""villeneuve-d'ascq"", 'wimereux']","[(50.291048, 2.7772211), (50.1759602, 3.2356613), (50.6365654, 3.0635282), (43.8661271, 0.3045809), (50.3579317, 3.5234846), (50.4052576, 1.5711617), (50.7259985, 1.6118771), (50.9488, 1.87468), (50.3675677, 3.0804641), (51.0347708, 2.3772525), (50.4291723, 2.8319805), (50.8112333, 1.6066691), (50.6867281, 2.882169), (50.5223438, 2.6385601), (50.4934145, 2.9577519), (50.6678737, 1.8348266), (50.679393, 1.5716648), (50.5150387, 2.1349286), (51.0014456, 2.1045965), (50.9870697, 2.1273118), (50.7226113, 2.5360331), (50.4194308, 2.9469926), (50.3730005, 2.0366141), (50.27964, 3.9674154), (50.6915893, 3.1741734), (50.4491519, 3.4281142), (50.7515771, 2.2534183), (50.3812113, 2.3361053), (50.9458037, 1.753713), (50.7235038, 3.1605714), (50.4724228, 3.5675784), (50.6193174, 3.1314002), (50.7696858, 1.6118608)]"
normandie,"['caen', 'bayeux', 'deauville', 'havre', 'rouen', 'alencon-orne', 'cabourg', 'chausey', 'cherbourg', 'dieppe', 'etretat', 'evreux-eure', 'fecamp', 'giverny', 'granville', 'honfleur', 'mont-saint-michel', 'ouistreham', 'saint-lo-manche', 'veules-les-roses', 'argentan', 'avranches', 'barentin', 'bernay', 'bernieres-sur-mer', 'blonville-sur-mer', 'bolbec', 'bricquebec', 'brionne', 'carentan', 'cauville-sur-mer', 'conches-en-ouche', 'conde-sur-noireau', 'courseulles-sur-mer', 'coutances', 'criel-sur-mer', 'domfront', 'duclair', 'elbeuf', 'falaise', 'fermanville', 'flamanville', 'flers', 'gaillon', 'gisors', 'gournay-en-bray', 'gouville-sur-mer', 'grandcamp-maisy', 'hautot-sur-mer', 'houlgate', 'langrune-sur-mer', 'le-treport', 'les-andelys', 'lisieux', 'luc-sur-mer', 'montivilliers', 'montmartin-sur-mer', 'mortagne-au-perche', 'neufchatel-en-bray', 'notre-dame-de-gravenchon', 'octeville-sur-mer', 'pacy-sur-eure', 'pont-audemer', 'pontorson', 'port-en-bessin-huppain', 'portbail', 'saint-aubin-sur-mer', 'saint-hilaire-du-harcouet', 'saint-jouin-bruneval', 'saint-martin-en-campagne', 'saint-pair-sur-mer', 'saint-romain-de-colbosc', 'saint-sebastien-de-morsent', 'saint-vaast-la-hougue', 'saint-valery-en-caux', 'sees', 'trouville-sur-mer', 'urville-nacqueville', 'valognes', 'ver-sur-mer', 'verneuil-sur-avre', 'vernon', 'villers-sur-mer', 'vire', 'yvetot']",Normandie,"['caen', 'bayeux', 'deauville', 'le-havre', 'rouen', 'alençon', 'cabourg', 'chausey', 'cherbourg-octeville', 'dieppe', 'étretat', 'évreux', 'fécamp', 'giverny', 'granville', 'honfleur', 'mont-saint-michel', 'ouistreham', 'saint-lô', 'veules-les-roses', 'argentan', 'avranches', 'barentin', 'bernay', 'bernieres-sur-mer', 'blonville-sur-mer', 'bolbec', 'bricquebec', 'brionne', 'carentan', 'cauville-sur-mer', 'conches-en-ouche', 'conde-sur-noireau', 'courseulles-sur-mer', 'coutances', 'criel-sur-mer', 'domfront', 'duclair', 'elbeuf', 'falaise', 'fermanville', 'flamanville', 'flers', 'gaillon', 'gisors', 'gournay-en-bray', 'gouville-sur-mer', 'grandcamp-maisy', 'hautot-sur-mer', 'houlgate', 'langrune-sur-mer', 'le-treport', 'les-andelys', 'lisieux', 'luc-sur-mer', 'montivilliers', 'montmartin-sur-mer', 'mortagne-au-perche', 'neufchatel-en-bray', 'notre-dame-de-gravenchon', 'octeville-sur-mer', 'pacy-sur-eure', 'pont-audemer', 'pontorson', 'port-en-bessin-huppain', 'portbail', 'saint-aubin-sur-mer', 'saint-hilaire-du-harcouet', 'saint-jouin-bruneval', 'saint-martin-en-campagne', 'saint-pair-sur-mer', 'saint-romain-de-colbosc', 'saint-sebastien-de-morsent', 'saint-vaast-la-hougue', 'saint-valery-en-caux', 'sees', 'trouville-sur-mer', 'urville-nacqueville', 'valognes', 'ver-sur-mer', 'verneuil-sur-avre', 'vernon', 'villers-sur-mer', 'vire', 'yvetot']","[(49.1828008, -0.3690815), (49.2764624, -0.7024738), (49.36, 0.0752778), (49.4938975, 0.1079732), (49.4404591, 1.0939658), (48.4312059, 0.0911374), (49.2934373, -0.1155085), (49.47586095, 1.0521911768672916), (49.6343543, -1.6285770868661507), (49.9246182, 1.0791444), (49.7074621, 0.2031905), (49.0268903, 1.1510164), (49.7577729, 0.374891), (49.0760895, 1.5271014), (48.8376284, -1.5959213), (49.4197222, 0.2338889), (48.6358559, -1.5126096), (49.2773562, -0.2579265), (49.1157004, -1.0906637), (49.8722029, 0.7990652), (48.7428859, -0.0223695), (48.688189, -1.3634379895766875), (49.5459699, 0.9522586), (49.0902278, 0.5989157), (49.3330556, -0.4205556), (49.3391667, 0.0313889), (49.5730959, 0.4733749), (49.4717312, -1.6321305), (49.1948931, 0.7181025), (49.30329, -1.2463444), (49.5952267, 0.1307202), (48.9621726, 0.9411911), (48.84902185, -0.565216636395482), (49.3333884, -0.4572861), (49.047792, -1.4454857), (50.0160928, 1.3139444), (49.6032078, 2.5553031), (49.482563, 0.8754968), (49.2871086, 1.0108998), (48.8964741, -0.1999129), (49.686865, -1.4416205), (49.6348243, 0.839636), (50.32053, 2.25255), (49.1605604, 1.3336126), (49.2789504, 1.777826), (49.4824794, 1.7241534), (49.097905749999995, -1.577379293627522), (49.3883142, -1.0413789), (49.8958976, 1.0341419), (49.3008653, -0.0751662), (49.3230556, -0.3716667), (50.0591099, 1.3827656), (49.2469193, 1.4215534), (49.1460831, 0.2255168), (49.3155556, -0.3544444), (49.5456435, 0.192418), (48.9885947, -1.5259385), (48.5205106, 0.5501095), (49.7350035, 1.4421413), (49.4898201, 0.5680054), (49.5553201, 0.1161519), (49.022157199999995, 1.3993509100095425), (49.3510904, 0.5213177), (48.57362635, -1.4981210717832734), (49.3460415, -0.755097), (49.3347454, -1.6980778), (49.8889942, 0.8768462), (48.5714837, -1.085461778865405), (49.6434514, 0.1618064), (49.962888, 1.2233302673434447), (48.8139133, -1.5665949), (49.5313601, 0.3579164), (49.006842, 1.0890917), (49.5877016, -1.2662184), (49.8597004, 0.7106831), (48.603378, 0.1734544), (49.3683333, 0.0825), (49.672978, -1.7378289), (49.5089547, -1.4708174), (49.3319444, -0.5283333), (48.7386515, 0.9295044), (49.0917814, 1.4886571), (49.3214437, -0.0052517), (48.8517468, -0.8872594458318377), (49.6179384, 0.7538866)]"
pays-de-la-loire,"['nantes', 'angers', 'laval-mayenne', 'mans-sarthe', 'saint-nazaire', 'la-roche-sur-yon', 'cholet', 'croisic', 'guerande', 'ile-dyeu', 'ile-de-noirmoutier', 'la-baule', 'la-tranche-sur-mer', 'mayenne', 'pornic', 'puy-du-fou', 'sables-dolonne', 'saint-gilles-croix-de-vie', 'saint-jean-de-monts', 'saumur', 'aizenay', 'ancenis', 'batz-sur-mer', 'beauvoir-sur-mer', 'bretignolles-sur-mer', 'challans', 'chalonnes-sur-loire', 'chantonnay', 'chateau-du-loir', 'chateau-gontier', 'ch-teaubriant', 'doue-la-fontaine', 'ernee', 'fontenay-le-comte', 'guemene-penfao', 'la-bernerie-en-retz', 'la-ferte-bernard', 'la-fleche', 'la-plaine-sur-mer', 'la-turballe', 'le-pouliguen', 'les-herbiers', 'les-rosiers-sur-loire', 'longeville-sur-mer', 'lucon', 'machecoul', 'piriac-sur-mer', 'pontch-teau', 'pornichet', 'pouzauges', 'sable-sur-sarthe', 'saint-brevin-les-pins', 'saint-hilaire-de-riez', 'saint-philbert-de-grand-lieu']",Pays de la Loire,"['nantes', 'angers', 'laval', 'le-mans', 'saint-nazaire', 'la-vendée', 'cholet', 'le-croisic', 'guérande', ""l'île-d'yeu"", ""l'île-de-noirmoutier"", 'la-baule', 'la-tranche-sur-mer', 'mayenne', 'pornic', 'puy-du-fou', ""les-sables-d'olonne"", 'saint-gilles-croix-de-vie', 'saint-jean-de-monts', 'saumur', 'aizenay', 'ancenis', 'batz-sur-mer', 'beauvoir-sur-mer', 'bretignolles-sur-mer', 'challans', 'chalonnes-sur-loire', 'chantonnay', 'chateau-du-loir', 'chateau-gontier', 'châteaubriant', 'doue-la-fontaine', 'ernee', 'fontenay-le-comte', 'guemene-penfao', 'la-bernerie-en-retz', 'la-ferte-bernard', 'la-fleche', 'la-plaine-sur-mer', 'la-turballe', 'le-pouliguen', 'les-herbiers', 'les-rosiers-sur-loire', 'longeville-sur-mer', 'lucon', 'machecoul', 'piriac-sur-mer', 'pontchâteau', 'pornichet', 'pouzauges', 'sable-sur-sarthe', 'saint-brevin-les-pins', 'saint-hilaire-de-riez', 'saint-philbert-de-grand-lieu']","[(47.2186371, -1.5541362), (47.4739884, -0.5515588), (48.0710377, -0.7723499), (48.0073498, 0.1967379), (47.2733517, -2.2138905), (46.67577325, -1.29144634801388), (47.0617293, -0.8801349), (47.2933971, -2.5094404), (47.3282126, -2.4298014), (46.71018105, -2.3491769005046605), (48.8986959, 2.1909508676550247), (47.2843726, -2.3951595), (46.3440097, -1.4380541), (48.1507819, -0.6491273812007092), (47.1152695, -2.1040102), (46.88874535, -0.929695552053927), (46.5002031, -1.7924568493808075), (46.692985, -1.9254545), (46.7936111, -2.0588889), (47.2596224, -0.0785177), (46.7391356, -1.6086524), (47.3648141, -1.1816088), (47.2771383, -2.4791931), (46.9169461, -2.0413971), (46.6286111, -1.8538889), (46.847943, -1.8773787), (47.3516207, -0.76311), (46.6868121, -1.0505509), (47.6995205, 0.4310473863354066), (47.8263058, -0.7066665), (47.7194057, -1.3757282), (47.19224005, -0.27589532041237075), (48.2967935, -0.9351069), (46.4661122, -0.8063735), (47.6294113, -1.8328831), (47.0814025, -2.0383793), (48.1860576, 0.6554511), (47.6968408, -0.0746149), (47.1381083, -2.1915862), (47.3468646, -2.5080068), (47.2714307, -2.4310663), (46.8714322, -1.0150302), (47.3765554, -0.2279977395352395), (46.4251677, -1.488347), (15.5919633, 120.73979025093563), (46.9919694, -1.848034198853211), (47.3805342, -2.5479201), (47.4373374, -2.0880233), (47.2613293, -2.3364238), (46.7830556, -0.8361111), (47.8400712, -0.3352048), (47.2473358, -2.1677298), (46.7219444, -1.9441667), (47.0359151, -1.6405396)]"
picardie,"['amiens', 'baie-de-somme', 'beauvais-oise', 'chantilly', 'laon-aisne', 'abbeville', 'compiegne', 'fort-mahon-plage', 'laon', 'saint-quentin', 'senlis', 'soissons', 'albert', 'ault', 'cayeux-sur-mer', 'ch-teau-thierry', 'chauny', 'creil', 'crepy-en-valois', 'doullens', 'flixecourt', 'friville-escarbotin', 'grandvilliers', 'guise', 'hirson', 'le-crotoy', 'mers-les-bains', 'meru', 'montdidier', 'nogent-sur-oise', 'noyon', 'peronne', 'pont-sainte-maxence', 'saint-just-en-chaussee', 'tergnier', 'villers-cotterets']",Picardie,"['amiens', 'baie-de-somme', 'beauvais', 'chantilly', 'laon', 'abbeville', 'compiègne', 'fort-mahon-plage', 'laon', 'saint-quentin', 'senlis', 'soissons', 'albert', 'ault', 'cayeux-sur-mer', 'château-thierry', 'chauny', 'creil', 'crépy-en-valois', 'doullens', 'flixecourt', 'friville-escarbotin', 'grandvilliers', 'guise', 'hirson', 'le-crotoy', 'mers-les-bains', 'meru', 'montdidier', 'nogent-sur-oise', 'noyon', 'peronne', 'pont-sainte-maxence', 'saint-just-en-chaussee', 'tergnier', 'villers-cotterêts']","[(49.8941708, 2.2956951), (50.1265874, 1.7980993), (49.4300997, 2.0823355), (49.1923042, 2.46575), (49.564665, 3.620686), (50.1060835, 1.8337029), (49.4179497, 2.8263171), (50.3414288, 1.5683131), (49.564665, 3.620686), (49.8465253, 3.2876843), (50.5331612, 2.1523287), (49.3837621, 3.327613), (50.0018022, 2.6509223), (50.1015635, 1.4473006), (50.1792004, 1.4933839), (49.0457362, 3.4027111), (49.6148945, 3.2189506), (49.2607914, 2.4733771), (49.2358509, 2.8900507), (50.1572085, 2.3410532), (50.0117096, 2.082582), (50.0869946, 1.5452219), (49.6647765, 1.9428278), (49.8982325, 3.6262542), (49.9203419, 4.0837186), (50.2165693, 1.624047), (50.0656325, 1.3889703), (49.2361978, 2.1355087), (49.6460204, 2.570196), (49.2744711, 2.4676727), (49.5805561, 3.0000288), (49.9289578, 2.9321899), (49.3012483, 2.6045838), (49.5052334, 2.4337604), (49.6558465, 3.2918511), (49.2549479, 3.0909275)]"
